,Variable,Importance,Participant,Time
KTGF148,Topic_t3,1.11E-06,KTGF148,LDA
KTGF153,Topic_t3,1.55E-06,KTGF153,LDA
KTGF154,Topic_t3,2.40E-05,KTGF154,LDA
KTGF156,Topic_t3,2.29E-05,KTGF156,LDA
KTGF157,Topic_t3,1.36E-06,KTGF157,LDA
KTGF158,Topic_t3,6.86E-05,KTGF158,LDA
KTGF527,Topic_t3,1.00E-08,KTGF527,LDA
KTGF528,Topic_t3,0,KTGF528,LDA
KTGF533,Topic_t3,0,KTGF533,LDA
KTGF540,Topic_t3,0,KTGF540,LDA
KTGF544,Topic_t3,0.000209976,KTGF544,LDA
KTGF545,Topic_t3,1.76E-05,KTGF545,LDA
KTGF549,Topic_t3,1.25E-05,KTGF549,LDA
KTGF550,Topic_t3,3.00E-05,KTGF550,LDA
KTGF553,Topic_t3,1.00E-05,KTGF553,LDA
KTGF556,Topic_t3,0,KTGF556,LDA
KTGF557,Topic_t3,1.75E-05,KTGF557,LDA
KTGF561,Topic_t3,7.39E-06,KTGF561,LDA
KTGF562,Topic_t3,1.38E-05,KTGF562,LDA
KTGF565,Topic_t3,0,KTGF565,LDA
KTGF570,Topic_t3,3.40E-05,KTGF570,LDA
KTGF572,Topic_t3,3.70E-05,KTGF572,LDA
K23101,Topic_t4,1.17E-05,K23101,LDA
K23104,Topic_t4,1.41E-05,K23104,LDA
K23106,Topic_t4,5.83E-07,K23106,LDA
K23107,Topic_t4,7.30E-07,K23107,LDA
K23109,Topic_t4,1.32E-05,K23109,LDA
K23114,Topic_t4,5.12E-05,K23114,LDA
K23115,Topic_t4,7.56E-06,K23115,LDA
K23117,Topic_t4,2.79E-05,K23117,LDA
K23120,Topic_t4,3.97E-05,K23120,LDA
K23121,Topic_t4,1.73E-06,K23121,LDA
K23122,Topic_t4,3.29E-05,K23122,LDA
K23125,Topic_t4,8.30E-06,K23125,LDA
K23126,Topic_t4,7.99E-05,K23126,LDA
K23128,Topic_t4,0,K23128,LDA
K23129,Topic_t4,5.66E-10,K23129,LDA
K23130,Topic_t4,4.41E-07,K23130,LDA
K23131,Topic_t4,2.25E-05,K23131,LDA
K23133,Topic_t4,2.09E-06,K23133,LDA
K23134,Topic_t4,0,K23134,LDA
K23136,Topic_t4,5.31E-06,K23136,LDA
K23142,Topic_t4,4.33E-06,K23142,LDA
K23143,Topic_t4,1.74E-05,K23143,LDA
K23144,Topic_t4,5.05E-05,K23144,LDA
K23145,Topic_t4,0,K23145,LDA
K23147,Topic_t4,5.18E-06,K23147,LDA
K23148,Topic_t4,6.22E-05,K23148,LDA
K23150,Topic_t4,2.64E-07,K23150,LDA
K23153,Topic_t4,0,K23153,LDA
K23156,Topic_t4,6.29E-07,K23156,LDA
K23502,Topic_t4,5.55E-08,K23502,LDA
K23503,Topic_t4,1.69E-08,K23503,LDA
K23507,Topic_t4,3.25E-06,K23507,LDA
K23508,Topic_t4,1.07E-05,K23508,LDA
K23509,Topic_t4,3.14E-05,K23509,LDA
K23510,Topic_t4,5.44E-06,K23510,LDA
K23517,Topic_t4,7.94E-06,K23517,LDA
K23521,Topic_t4,3.74E-06,K23521,LDA
K23526,Topic_t4,5.76E-07,K23526,LDA
K23529,Topic_t4,6.98E-05,K23529,LDA
K23531,Topic_t4,2.52E-05,K23531,LDA
K23532,Topic_t4,3.89E-07,K23532,LDA
K23533,Topic_t4,5.21E-06,K23533,LDA
K23536,Topic_t4,3.07E-06,K23536,LDA
K23537,Topic_t4,5.33E-05,K23537,LDA
K23540,Topic_t4,8.56E-06,K23540,LDA
K23541,Topic_t4,9.01E-06,K23541,LDA
K23548,Topic_t4,0,K23548,LDA
K23551,Topic_t4,1.21E-05,K23551,LDA
K23552,Topic_t4,4.66E-06,K23552,LDA
K23555,Topic_t4,3.62E-06,K23555,LDA
K23556,Topic_t4,6.55E-06,K23556,LDA
K23557,Topic_t4,2.59E-09,K23557,LDA
K23559,Topic_t4,3.61E-06,K23559,LDA
K23563,Topic_t4,6.09E-05,K23563,LDA
K23565,Topic_t4,2.02E-05,K23565,LDA
KTFG534,Topic_t4,1.50E-06,KTFG534,LDA
KTGF118,Topic_t4,4.67E-05,KTGF118,LDA
KTGF120,Topic_t4,5.60E-06,KTGF120,LDA
KTGF122,Topic_t4,1.09E-05,KTGF122,LDA
KTGF124,Topic_t4,2.17E-08,KTGF124,LDA
KTGF125,Topic_t4,1.93E-05,KTGF125,LDA
KTGF126,Topic_t4,1.25E-05,KTGF126,LDA
KTGF129,Topic_t4,8.96E-06,KTGF129,LDA
KTGF130,Topic_t4,6.53E-06,KTGF130,LDA
KTGF136,Topic_t4,6.32E-06,KTGF136,LDA
KTGF142,Topic_t4,0,KTGF142,LDA
KTGF143,Topic_t4,6.63E-07,KTGF143,LDA
KTGF146,Topic_t4,2.07E-06,KTGF146,LDA
KTGF147,Topic_t4,4.57E-06,KTGF147,LDA
KTGF148,Topic_t4,4.05E-05,KTGF148,LDA
KTGF153,Topic_t4,4.31E-05,KTGF153,LDA
KTGF154,Topic_t4,2.03E-05,KTGF154,LDA
KTGF156,Topic_t4,2.35E-05,KTGF156,LDA
KTGF157,Topic_t4,4.23E-06,KTGF157,LDA
KTGF158,Topic_t4,1.92E-05,KTGF158,LDA
KTGF527,Topic_t4,3.15E-05,KTGF527,LDA
KTGF528,Topic_t4,0,KTGF528,LDA
KTGF533,Topic_t4,3.58E-07,KTGF533,LDA
KTGF540,Topic_t4,5.14E-07,KTGF540,LDA
KTGF544,Topic_t4,0.000108854,KTGF544,LDA
KTGF545,Topic_t4,0.000119219,KTGF545,LDA
KTGF549,Topic_t4,0,KTGF549,LDA
KTGF550,Topic_t4,2.66E-06,KTGF550,LDA
KTGF553,Topic_t4,2.78E-06,KTGF553,LDA
KTGF556,Topic_t4,3.51E-07,KTGF556,LDA
KTGF557,Topic_t4,1.05E-10,KTGF557,LDA
KTGF561,Topic_t4,4.52E-05,KTGF561,LDA
KTGF562,Topic_t4,2.13E-06,KTGF562,LDA
KTGF565,Topic_t4,1.74E-05,KTGF565,LDA
KTGF570,Topic_t4,7.84E-05,KTGF570,LDA
KTGF572,Topic_t4,5.90E-08,KTGF572,LDA
K23101,Topic_t5,1.35E-05,K23101,LDA
K23104,Topic_t5,1.15E-06,K23104,LDA
K23106,Topic_t5,2.62E-05,K23106,LDA
K23107,Topic_t5,4.79E-05,K23107,LDA
K23109,Topic_t5,1.02E-07,K23109,LDA
K23114,Topic_t5,4.83E-06,K23114,LDA
K23115,Topic_t5,4.54E-07,K23115,LDA
K23117,Topic_t5,1.66E-09,K23117,LDA
K23120,Topic_t5,5.44E-06,K23120,LDA
K23121,Topic_t5,1.25E-06,K23121,LDA
K23122,Topic_t5,3.24E-05,K23122,LDA
K23125,Topic_t5,3.54E-06,K23125,LDA
K23126,Topic_t5,3.01E-05,K23126,LDA
K23128,Topic_t5,9.91E-08,K23128,LDA
K23129,Topic_t5,7.78E-06,K23129,LDA
K23130,Topic_t5,0,K23130,LDA
K23131,Topic_t5,5.31E-05,K23131,LDA
K23133,Topic_t5,8.45E-06,K23133,LDA
K23134,Topic_t5,2.74E-05,K23134,LDA
K23136,Topic_t5,6.58E-09,K23136,LDA
K23142,Topic_t5,3.82E-06,K23142,LDA
K23143,Topic_t5,3.24E-06,K23143,LDA
K23144,Topic_t5,0,K23144,LDA
K23145,Topic_t5,3.89E-07,K23145,LDA
K23147,Topic_t5,0,K23147,LDA
K23148,Topic_t5,1.27E-05,K23148,LDA
K23150,Topic_t5,1.33E-05,K23150,LDA
K23153,Topic_t5,1.29E-07,K23153,LDA
K23156,Topic_t5,6.46E-05,K23156,LDA
K23502,Topic_t5,1.29E-05,K23502,LDA
K23503,Topic_t5,5.79E-06,K23503,LDA
K23507,Topic_t5,4.54E-06,K23507,LDA
K23508,Topic_t5,1.35E-05,K23508,LDA
K23509,Topic_t5,9.60E-06,K23509,LDA
K23510,Topic_t5,4.32E-06,K23510,LDA
K23517,Topic_t5,0.00035127,K23517,LDA
K23521,Topic_t5,4.37E-07,K23521,LDA
K23526,Topic_t5,3.03E-05,K23526,LDA
K23529,Topic_t5,2.41E-05,K23529,LDA
K23531,Topic_t5,6.35E-05,K23531,LDA
K23532,Topic_t5,0,K23532,LDA
K23533,Topic_t5,2.20E-05,K23533,LDA
K23536,Topic_t5,6.68E-07,K23536,LDA
K23537,Topic_t5,5.35E-07,K23537,LDA
K23540,Topic_t5,1.76E-05,K23540,LDA
K23541,Topic_t5,1.64E-05,K23541,LDA
K23548,Topic_t5,2.11E-06,K23548,LDA
K23551,Topic_t5,6.55E-05,K23551,LDA
K23552,Topic_t5,5.85E-06,K23552,LDA
K23555,Topic_t5,2.70E-05,K23555,LDA
K23556,Topic_t5,1.98E-06,K23556,LDA
K23557,Topic_t5,6.71E-05,K23557,LDA
K23559,Topic_t5,4.66E-05,K23559,LDA
K23563,Topic_t5,4.93E-05,K23563,LDA
K23565,Topic_t5,3.08E-06,K23565,LDA
KTFG534,Topic_t5,5.00E-06,KTFG534,LDA
KTGF118,Topic_t5,7.07E-05,KTGF118,LDA
KTGF120,Topic_t5,1.80E-08,KTGF120,LDA
KTGF122,Topic_t5,4.33E-06,KTGF122,LDA
KTGF124,Topic_t5,6.29E-05,KTGF124,LDA
KTGF125,Topic_t5,2.61E-06,KTGF125,LDA
KTGF126,Topic_t5,1.11E-05,KTGF126,LDA
KTGF129,Topic_t5,1.72E-06,KTGF129,LDA
KTGF130,Topic_t5,3.51E-05,KTGF130,LDA
KTGF136,Topic_t5,1.49E-07,KTGF136,LDA
KTGF142,Topic_t5,4.16E-07,KTGF142,LDA
KTGF143,Topic_t5,7.06E-08,KTGF143,LDA
KTGF146,Topic_t5,1.19E-05,KTGF146,LDA
KTGF147,Topic_t5,3.87E-07,KTGF147,LDA
KTGF148,Topic_t5,2.52E-08,KTGF148,LDA
KTGF153,Topic_t5,1.09E-05,KTGF153,LDA
KTGF154,Topic_t5,8.24E-05,KTGF154,LDA
KTGF156,Topic_t5,9.11E-06,KTGF156,LDA
KTGF157,Topic_t5,1.87E-05,KTGF157,LDA
KTGF158,Topic_t5,5.48E-06,KTGF158,LDA
KTGF527,Topic_t5,2.60E-06,KTGF527,LDA
KTGF528,Topic_t5,1.37E-05,KTGF528,LDA
KTGF533,Topic_t5,2.23E-05,KTGF533,LDA
KTGF540,Topic_t5,0.000143886,KTGF540,LDA
KTGF544,Topic_t5,3.04E-06,KTGF544,LDA
KTGF545,Topic_t5,7.67E-07,KTGF545,LDA
KTGF549,Topic_t5,2.57E-05,KTGF549,LDA
KTGF550,Topic_t5,7.97E-11,KTGF550,LDA
KTGF553,Topic_t5,8.66E-08,KTGF553,LDA
KTGF556,Topic_t5,1.53E-06,KTGF556,LDA
KTGF557,Topic_t5,4.24E-05,KTGF557,LDA
KTGF561,Topic_t5,1.15E-07,KTGF561,LDA
KTGF562,Topic_t5,1.45E-06,KTGF562,LDA
KTGF565,Topic_t5,0,KTGF565,LDA
KTGF570,Topic_t5,0,KTGF570,LDA
KTGF572,Topic_t5,0,KTGF572,LDA
K23101,Topic_t6,8.88E-08,K23101,LDA
K23104,Topic_t6,1.87E-05,K23104,LDA
K23106,Topic_t6,0,K23106,LDA
K23107,Topic_t6,2.32E-06,K23107,LDA
K23109,Topic_t6,4.14E-06,K23109,LDA
K23114,Topic_t6,7.52E-06,K23114,LDA
K23115,Topic_t6,6.58E-05,K23115,LDA
K23117,Topic_t6,2.69E-05,K23117,LDA
K23120,Topic_t6,1.43E-05,K23120,LDA
K23121,Topic_t6,1.79E-06,K23121,LDA
K23122,Topic_t6,7.11E-07,K23122,LDA
K23125,Topic_t6,2.81E-07,K23125,LDA
K23126,Topic_t6,4.59E-05,K23126,LDA
K23128,Topic_t6,0,K23128,LDA
K23129,Topic_t6,4.15E-09,K23129,LDA
K23130,Topic_t6,0,K23130,LDA
K23131,Topic_t6,5.47E-05,K23131,LDA
K23133,Topic_t6,8.18E-05,K23133,LDA
K23134,Topic_t6,1.14E-05,K23134,LDA
K23136,Topic_t6,0,K23136,LDA
K23142,Topic_t6,4.76E-06,K23142,LDA
K23143,Topic_t6,1.33E-05,K23143,LDA
K23144,Topic_t6,2.88E-05,K23144,LDA
K23145,Topic_t6,1.35E-05,K23145,LDA
K23147,Topic_t6,3.61E-06,K23147,LDA
K23148,Topic_t6,0,K23148,LDA
K23150,Topic_t6,2.59E-06,K23150,LDA
K23153,Topic_t6,4.22E-05,K23153,LDA
K23156,Topic_t6,2.99E-05,K23156,LDA
K23502,Topic_t6,3.73E-05,K23502,LDA
K23503,Topic_t6,1.83E-05,K23503,LDA
K23507,Topic_t6,7.19E-06,K23507,LDA
K23508,Topic_t6,1.48E-05,K23508,LDA
K23509,Topic_t6,1.87E-05,K23509,LDA
K23510,Topic_t6,0.000349667,K23510,LDA
K23517,Topic_t6,7.03E-05,K23517,LDA
K23521,Topic_t6,2.52E-06,K23521,LDA
K23526,Topic_t6,4.99E-07,K23526,LDA
K23529,Topic_t6,1.22E-05,K23529,LDA
K23531,Topic_t6,0,K23531,LDA
K23532,Topic_t6,6.14E-05,K23532,LDA
K23533,Topic_t6,2.02E-05,K23533,LDA
K23536,Topic_t6,2.28E-05,K23536,LDA
K23537,Topic_t6,1.75E-05,K23537,LDA
K23540,Topic_t6,2.02E-06,K23540,LDA
K23541,Topic_t6,3.52E-06,K23541,LDA
K23548,Topic_t6,1.32E-06,K23548,LDA
K23551,Topic_t6,1.19E-06,K23551,LDA
K23552,Topic_t6,1.43E-05,K23552,LDA
K23555,Topic_t6,1.33E-05,K23555,LDA
K23556,Topic_t6,8.71E-07,K23556,LDA
K23557,Topic_t6,2.98E-06,K23557,LDA
K23559,Topic_t6,5.54E-05,K23559,LDA
K23563,Topic_t6,0,K23563,LDA
K23565,Topic_t6,1.45E-05,K23565,LDA
KTFG534,Topic_t6,8.75E-05,KTFG534,LDA
KTGF118,Topic_t6,1.74E-05,KTGF118,LDA
KTGF120,Topic_t6,3.43E-06,KTGF120,LDA
KTGF122,Topic_t6,4.22E-08,KTGF122,LDA
KTGF124,Topic_t6,3.06E-05,KTGF124,LDA
KTGF125,Topic_t6,1.32E-05,KTGF125,LDA
KTGF126,Topic_t6,2.28E-06,KTGF126,LDA
KTGF129,Topic_t6,5.47E-06,KTGF129,LDA
KTGF130,Topic_t6,2.30E-06,KTGF130,LDA
KTGF136,Topic_t6,7.46E-07,KTGF136,LDA
KTGF142,Topic_t6,3.83E-07,KTGF142,LDA
KTGF143,Topic_t6,1.48E-06,KTGF143,LDA
KTGF146,Topic_t6,5.92E-05,KTGF146,LDA
KTGF147,Topic_t6,9.45E-07,KTGF147,LDA
KTGF148,Topic_t6,2.27E-06,KTGF148,LDA
KTGF153,Topic_t6,1.78E-05,KTGF153,LDA
KTGF154,Topic_t6,9.94E-06,KTGF154,LDA
KTGF156,Topic_t6,1.40E-05,KTGF156,LDA
KTGF157,Topic_t6,6.64E-07,KTGF157,LDA
KTGF158,Topic_t6,2.21E-05,KTGF158,LDA
KTGF527,Topic_t6,7.82E-07,KTGF527,LDA
KTGF528,Topic_t6,2.92E-06,KTGF528,LDA
KTGF533,Topic_t6,6.18E-06,KTGF533,LDA
KTGF540,Topic_t6,0,KTGF540,LDA
KTGF544,Topic_t6,1.33E-05,KTGF544,LDA
KTGF545,Topic_t6,5.60E-06,KTGF545,LDA
KTGF549,Topic_t6,5.15E-08,KTGF549,LDA
KTGF550,Topic_t6,2.44E-06,KTGF550,LDA
KTGF553,Topic_t6,4.78E-06,KTGF553,LDA
KTGF556,Topic_t6,2.98E-06,KTGF556,LDA
KTGF557,Topic_t6,6.74E-05,KTGF557,LDA
KTGF561,Topic_t6,7.53E-05,KTGF561,LDA
KTGF562,Topic_t6,3.19E-06,KTGF562,LDA
KTGF565,Topic_t6,5.15E-06,KTGF565,LDA
KTGF570,Topic_t6,1.43E-05,KTGF570,LDA
KTGF572,Topic_t6,1.56E-05,KTGF572,LDA
K23101,Verb,0.007908493,K23101,LIWC
K23104,Verb,0.007882323,K23104,LIWC
K23106,Verb,0.000142297,K23106,LIWC
K23107,Verb,0.000299527,K23107,LIWC
K23109,Verb,0.004896223,K23109,LIWC
K23114,Verb,0,K23114,LIWC
K23115,Verb,0.000299457,K23115,LIWC
K23117,Verb,0.032808022,K23117,LIWC
K23120,Verb,0.00206596,K23120,LIWC
K23121,Verb,0.011467241,K23121,LIWC
K23122,Verb,0.015770362,K23122,LIWC
K23125,Verb,8.61E-06,K23125,LIWC
K23126,Verb,0.060373942,K23126,LIWC
K23128,Verb,2.81E-05,K23128,LIWC
K23129,Verb,1.47E-05,K23129,LIWC
K23130,Verb,0,K23130,LIWC
K23131,Verb,0.005925621,K23131,LIWC
K23133,Verb,0,K23133,LIWC
K23134,Verb,0,K23134,LIWC
K23136,Verb,0.000184147,K23136,LIWC
K23142,Verb,0.008508194,K23142,LIWC
K23143,Verb,0.004714414,K23143,LIWC
K23144,Verb,8.54E-05,K23144,LIWC
K23145,Verb,0.0043067,K23145,LIWC
K23147,Verb,0,K23147,LIWC
K23148,Verb,0,K23148,LIWC
K23150,Verb,0.006185446,K23150,LIWC
K23153,Verb,0,K23153,LIWC
K23156,Verb,0,K23156,LIWC
K23502,Verb,0.037599245,K23502,LIWC
K23503,Verb,0.00124028,K23503,LIWC
K23507,Verb,0.01121178,K23507,LIWC
K23508,Verb,0.011848234,K23508,LIWC
K23509,Verb,0.006500899,K23509,LIWC
K23510,Verb,0.024662094,K23510,LIWC
K23517,Verb,0.07880221,K23517,LIWC
K23521,Verb,0,K23521,LIWC
K23526,Verb,0.105596163,K23526,LIWC
K23529,Verb,0.002081422,K23529,LIWC
K23531,Verb,0.042342799,K23531,LIWC
K23532,Verb,0,K23532,LIWC
K23533,Verb,0.014958284,K23533,LIWC
K23536,Verb,0.001952709,K23536,LIWC
K23537,Verb,0.03510842,K23537,LIWC
K23540,Verb,0.006387518,K23540,LIWC
K23541,Verb,0.000971523,K23541,LIWC
K23548,Verb,7.67E-07,K23548,LIWC
K23551,Verb,0.000748889,K23551,LIWC
K23552,Verb,0.000729316,K23552,LIWC
K23555,Verb,0.014734523,K23555,LIWC
K23556,Verb,0.000497729,K23556,LIWC
K23557,Verb,0.006045651,K23557,LIWC
K23559,Verb,0.017025191,K23559,LIWC
K23563,Verb,0.000542963,K23563,LIWC
K23565,Verb,0.000108943,K23565,LIWC
KTFG534,Verb,0.001121382,KTFG534,LIWC
KTGF118,Verb,1.11E-05,KTGF118,LIWC
KTGF120,Verb,0.000124702,KTGF120,LIWC
KTGF122,Verb,0.025080306,KTGF122,LIWC
KTGF124,Verb,0.001597936,KTGF124,LIWC
KTGF125,Verb,0.004403775,KTGF125,LIWC
KTGF126,Verb,0.015685625,KTGF126,LIWC
KTGF129,Verb,0.002309172,KTGF129,LIWC
KTGF130,Verb,0.0018815,KTGF130,LIWC
KTGF136,Verb,1.43E-05,KTGF136,LIWC
KTGF142,Verb,0.014304435,KTGF142,LIWC
KTGF143,Verb,2.06E-05,KTGF143,LIWC
KTGF146,Verb,0.003168565,KTGF146,LIWC
KTGF147,Verb,0.018854772,KTGF147,LIWC
KTGF148,Verb,0.002281795,KTGF148,LIWC
KTGF153,Verb,0.009170552,KTGF153,LIWC
KTGF154,Verb,0.018202219,KTGF154,LIWC
KTGF156,Verb,0.014844734,KTGF156,LIWC
KTGF157,Verb,0.010070035,KTGF157,LIWC
KTGF158,Verb,0.019366577,KTGF158,LIWC
KTGF527,Verb,7.47E-06,KTGF527,LIWC
KTGF528,Verb,0.004408081,KTGF528,LIWC
KTGF533,Verb,0,KTGF533,LIWC
KTGF540,Verb,0,KTGF540,LIWC
KTGF544,Verb,0.001360901,KTGF544,LIWC
KTGF545,Verb,0.000636613,KTGF545,LIWC
KTGF549,Verb,0,KTGF549,LIWC
KTGF550,Verb,0.006983158,KTGF550,LIWC
KTGF553,Verb,0.006372733,KTGF553,LIWC
KTGF556,Verb,0.001184687,KTGF556,LIWC
KTGF557,Verb,0.006783381,KTGF557,LIWC
KTGF561,Verb,0.021101666,KTGF561,LIWC
KTGF562,Verb,0.030028985,KTGF562,LIWC
KTGF565,Verb,0,KTGF565,LIWC
KTGF570,Verb,5.96E-05,KTGF570,LIWC
KTGF572,Verb,0.0003403,KTGF572,LIWC
K23106,Visual,0.000171121,K23106,LIWC
K23107,Visual,0.00083691,K23107,LIWC
K23115,Visual,0.014589028,K23115,LIWC
K23122,Visual,0,K23122,LIWC
K23125,Visual,0.000608364,K23125,LIWC
K23128,Visual,0.002527298,K23128,LIWC
K23130,Visual,0.000323593,K23130,LIWC
K23133,Visual,0.008335166,K23133,LIWC
K23134,Visual,0.000807257,K23134,LIWC
K23136,Visual,0.000140753,K23136,LIWC
K23147,Visual,0,K23147,LIWC
K23148,Visual,9.80E-05,K23148,LIWC
K23153,Visual,0.005232839,K23153,LIWC
K23156,Visual,0.004925271,K23156,LIWC
K23503,Visual,0.00494367,K23503,LIWC
K23508,Visual,0,K23508,LIWC
K23529,Visual,0.000592326,K23529,LIWC
K23531,Visual,0.000237134,K23531,LIWC
K23532,Visual,3.94E-05,K23532,LIWC
K23536,Visual,0.001387278,K23536,LIWC
K23537,Visual,0.00558678,K23537,LIWC
K23555,Visual,0.000110908,K23555,LIWC
K23557,Visual,0.000150322,K23557,LIWC
K23559,Visual,0.028853059,K23559,LIWC
K23565,Visual,0.00038183,K23565,LIWC
KTFG534,Visual,0.001084574,KTFG534,LIWC
KTGF118,Visual,0.00041273,KTGF118,LIWC
KTGF120,Visual,4.67E-05,KTGF120,LIWC
KTGF130,Visual,0.014756437,KTGF130,LIWC
KTGF142,Visual,0.00036541,KTGF142,LIWC
KTGF143,Visual,6.86E-07,KTGF143,LIWC
KTGF146,Visual,0.00010861,KTGF146,LIWC
KTGF148,Visual,0.010713067,KTGF148,LIWC
KTGF153,Visual,0.015758374,KTGF153,LIWC
KTGF156,Visual,0.008125444,KTGF156,LIWC
KTGF157,Visual,1.18E-05,KTGF157,LIWC
KTGF527,Visual,0.001149134,KTGF527,LIWC
KTGF528,Visual,0,KTGF528,LIWC
KTGF533,Visual,0.004067044,KTGF533,LIWC
KTGF549,Visual,0,KTGF549,LIWC
KTGF553,Visual,0.001044775,KTGF553,LIWC
KTGF565,Visual,0.000478867,KTGF565,LIWC
K23101,Word Count,0.012789468,K23101,Text leangth
K23104,Word Count,0.001981509,K23104,Text leangth
K23106,Word Count,0.000242784,K23106,Text leangth
K23107,Word Count,0.000316987,K23107,Text leangth
K23109,Word Count,0.034438955,K23109,Text leangth
K23114,Word Count,0.000548262,K23114,Text leangth
K23115,Word Count,0,K23115,Text leangth
K23117,Word Count,0.00899244,K23117,Text leangth
K23120,Word Count,0.002440009,K23120,Text leangth
K23121,Word Count,7.61E-05,K23121,Text leangth
K23122,Word Count,0,K23122,Text leangth
K23125,Word Count,0.00051257,K23125,Text leangth
K23126,Word Count,0.000221715,K23126,Text leangth
K23128,Word Count,0,K23128,Text leangth
K23129,Word Count,3.35E-05,K23129,Text leangth
K23130,Word Count,6.26E-05,K23130,Text leangth
K23131,Word Count,0.003828262,K23131,Text leangth
K23133,Word Count,0,K23133,Text leangth
K23134,Word Count,0,K23134,Text leangth
K23136,Word Count,0,K23136,Text leangth
K23142,Word Count,6.23E-05,K23142,Text leangth
K23143,Word Count,0.012966683,K23143,Text leangth
K23144,Word Count,0.001964558,K23144,Text leangth
K23145,Word Count,0,K23145,Text leangth
K23147,Word Count,0.047258631,K23147,Text leangth
K23148,Word Count,0,K23148,Text leangth
K23150,Word Count,0.006487452,K23150,Text leangth
K23153,Word Count,0,K23153,Text leangth
K23156,Word Count,0,K23156,Text leangth
K23502,Word Count,0.019521928,K23502,Text leangth
K23503,Word Count,0.000222543,K23503,Text leangth
K23507,Word Count,0.023908729,K23507,Text leangth
K23508,Word Count,2.83E-05,K23508,Text leangth
K23509,Word Count,0.003499655,K23509,Text leangth
K23510,Word Count,0.002808109,K23510,Text leangth
K23517,Word Count,0.007716903,K23517,Text leangth
K23521,Word Count,0,K23521,Text leangth
K23526,Word Count,0.054616632,K23526,Text leangth
K23529,Word Count,0,K23529,Text leangth
K23531,Word Count,0.003555375,K23531,Text leangth
K23532,Word Count,0.001796044,K23532,Text leangth
K23533,Word Count,0.014034045,K23533,Text leangth
K23536,Word Count,5.42E-05,K23536,Text leangth
K23537,Word Count,0.000103664,K23537,Text leangth
K23540,Word Count,0,K23540,Text leangth
K23541,Word Count,0.000361476,K23541,Text leangth
K23548,Word Count,0.001938844,K23548,Text leangth
K23551,Word Count,0,K23551,Text leangth
K23552,Word Count,0,K23552,Text leangth
K23555,Word Count,0,K23555,Text leangth
K23556,Word Count,0.000584607,K23556,Text leangth
K23557,Word Count,0,K23557,Text leangth
K23559,Word Count,0.004780699,K23559,Text leangth
K23563,Word Count,0,K23563,Text leangth
K23565,Word Count,0,K23565,Text leangth
KTFG534,Word Count,0.015763087,KTFG534,Text leangth
KTGF118,Word Count,0,KTGF118,Text leangth
KTGF120,Word Count,0,KTGF120,Text leangth
KTGF122,Word Count,0.00446784,KTGF122,Text leangth
KTGF124,Word Count,4.41E-05,KTGF124,Text leangth
KTGF125,Word Count,0.017569653,KTGF125,Text leangth
KTGF126,Word Count,0.0041603,KTGF126,Text leangth
KTGF129,Word Count,0.009745589,KTGF129,Text leangth
KTGF130,Word Count,0.012779732,KTGF130,Text leangth
KTGF136,Word Count,0,KTGF136,Text leangth
KTGF142,Word Count,0,KTGF142,Text leangth
KTGF143,Word Count,0.001131808,KTGF143,Text leangth
KTGF146,Word Count,0,KTGF146,Text leangth
KTGF147,Word Count,0.095812468,KTGF147,Text leangth
KTGF148,Word Count,0.000138952,KTGF148,Text leangth
KTGF153,Word Count,0.005267975,KTGF153,Text leangth
KTGF154,Word Count,0.001735081,KTGF154,Text leangth
KTGF156,Word Count,0.00796231,KTGF156,Text leangth
KTGF157,Word Count,0.00045925,KTGF157,Text leangth
KTGF158,Word Count,0.000172454,KTGF158,Text leangth
KTGF527,Word Count,0,KTGF527,Text leangth
KTGF528,Word Count,0,KTGF528,Text leangth
KTGF533,Word Count,0.004264003,KTGF533,Text leangth
KTGF540,Word Count,0.000338373,KTGF540,Text leangth
KTGF544,Word Count,0.058094542,KTGF544,Text leangth
KTGF545,Word Count,0.005213507,KTGF545,Text leangth
KTGF549,Word Count,0,KTGF549,Text leangth
KTGF550,Word Count,0.015678868,KTGF550,Text leangth
KTGF553,Word Count,0.007403554,KTGF553,Text leangth
KTGF556,Word Count,0.010831748,KTGF556,Text leangth
KTGF557,Word Count,0.00124704,KTGF557,Text leangth
KTGF561,Word Count,0.031048612,KTGF561,Text leangth
KTGF562,Word Count,0.033132204,KTGF562,Text leangth
KTGF565,Word Count,0,KTGF565,Text leangth
KTGF570,Word Count,0.003412059,KTGF570,Text leangth
KTGF572,Word Count,0,KTGF572,Text leangth
K23101,Work,0.002968645,K23101,LIWC
K23104,Work,0.007974619,K23104,LIWC
K23106,Work,0.000216051,K23106,LIWC
K23107,Work,0.00016839,K23107,LIWC
K23109,Work,0.009784363,K23109,LIWC
K23114,Work,6.77E-05,K23114,LIWC
K23115,Work,0.00161662,K23115,LIWC
K23117,Work,0.007722401,K23117,LIWC
K23120,Work,0.010316883,K23120,LIWC
K23121,Work,0.004236614,K23121,LIWC
K23122,Work,0,K23122,LIWC
K23125,Work,0.000114832,K23125,LIWC
K23126,Work,0.029636195,K23126,LIWC
K23128,Work,0.007417314,K23128,LIWC
K23129,Work,0.001560657,K23129,LIWC
K23130,Work,3.97E-05,K23130,LIWC
K23131,Work,0.001517743,K23131,LIWC
K23133,Work,0.000498806,K23133,LIWC
K23134,Work,0.007550168,K23134,LIWC
